Joke,Rating,Ratings_Cleaned
"A man, having some time to kill, visited the local zoo.
He was fascinated by a Gorilla cage that had a sign reading, 'This is the smartest Gorilla in captivity. He is a perfect mimic. Anything you can do, he can do'

Always one to accept a challenge, the man scratched the top of his head. The Gorilla did the same, exactly.

The man tickled his ribs. Gorilla followed suit.

The man then placed a finger under his eye and dragged it a little downward. The Gorilla went nuts. He bent the bars of the cage, dragged the man inside and beat him nearly to death. The keeper spotted it in time and pulled the man out and sent him to the hospital.
The zoo administrator visited the man and asked what he had done to the Gorilla. The man was outraged and explained that he did not do anything to the Gorilla, just followed the sign.
After describing all his actions, the zookeeper said that the action of dragging down the eye was, in Gorilla sign language, a grievous insult (it was the same as 'screw you!'), so the Gorilla reacted naturally.

The man was not happy with this and, for the 3 months he was in the hospital, he plotted a way to get revenge...

He got out and purchased a straight razor and large salami.
Hiding these, he went to the gorilla's cage and repeated the first 2 actions he had used before (scratched head, tickled ribs) and the gorilla, as before, copied them perfectly.
The man then stuck the salami between his legs and sliced it in half with the razor...

The Gorilla placed a finger below his eye and dragged it down.","Ranking: 
3.88 / 17",3.88
"Q. How many animals can you fit in a pair of pantyhose? 

A  15, (10) little pigs, (2) calves, an ass, a beaver, and a fish nobody can find","Ranking: 
3.00 / 37",3.00
"Q: What did the horny toad say to the frog?
A: Rub it; Rub it!","Ranking: 
3.88 / 16",3.88
"This dude was walking through a swampy forest, when he came across a baby alligator tangled in some roots. Seeing how the little alligator was struggling, he set it free. The ground shook and out came a huge alligator, big as a house, with a crown on his head and said, ""I'm the king of the alligators, you saved my son and I shall grant you one wish"". The man said, ""Ok, make my dick so long that it reaches the ground. The alligator king snapped his jaw twice, and bit his legs off.","Ranking: 
3.67 / 18",3.67
"A lonely woman buys a parrot from a pet shop to keep her company. She puts the bird in its cage and converses with it daily in the hope it will hold up its end of the conversation.  The bird doesn't speak. Although disappointed, the woman keeps trying.  One day, her old friend, a priest, stops to visit. The woman welcomes the priest in her home and introduces him to her parrot.  The parrot takes one look at the priest and says ""You goddamned, mother-fucking son of a bitch!""  Horrified, the woman takes the bird back to the pet shop and complains.
""I've had this bird for months!"" she wails ""And it never speaks.  I have my first visitor--my old friend the priest--and it swears!""
""Relax,"" says the pet shop owner.  ""It happens all the time.  You see, men always catch parrots.  They throw jackets over the birds' head; maybe even give it a few taps to keep it quiet.  So you see why the bird swears at men?""
""Yes but what can I do?""
""That's easy,"" said the shop owner.  ""You got to punish it. The next time it swears, reach inside the cage, grab a hold of its legs and swing it over your head.  Cures the swearing.""
Doubtful, the woman returns home.  And the bird still doesn't speak.  Months pass.  Then her old friend, the priest, stops by.  The parrot takes one look at the priest and says:  ""You goddamned, mother-fucking son of a bitch!""
The woman reaches inside the cage, grabs a hold of the bird--just like the pet shop owner says--and swings it over her head.
The parrot says:  ""WooooooooooooWeeeeeeeeeeeeeeee!! Feel the fucking breeze!""","Ranking: 
3.48 / 21",3.48
"Little Sally asked her dad if she could take her dog Fluffy far a walk around the block, he told her no because Fluffy was in heat. Little Sally says what does in heat mean? Without any explanation her dad took a rag with gas on it and wiped the dogs rear end with it and told her to go around the block and come back straight home. When she returned she was alone. Her dad asks; where is Fluffy? Little Sally says, Fluffy ran out of gas a few blocks back and another dog is pushing her home.","Ranking: 
4.25 / 12",4.25
"A mama mole, a papa mole, and a baby mole all live in a little mole hole. 
One day the papa mole sticks his head out of the hole, sniffs the air and says,""Yum! I smell maple syrup!"" 
The mama mole sticks her head out of the hole, sniffs the air and says ""Yum! I smell honey!"" 
The baby mole tries to stick his head out of the hole to sniff the air, but can't because the bigger moles are in the way so he says, ""Gee Whiz, all I can smell is... MOLASSES!","Ranking: 
4.00 / 14",4.00
"Q. Why does a squirrel swim on his back?

A. To keep his nuts dry.","Ranking: 
2.61 / 56",2.61
"Q: Where are the male organs of an elephant?
A: On his feet.
Reason: If he steps on you, you're screwed.","Ranking: 
2.89 / 35",2.89
"Bill runs into his brother at the neighborhood pub looking quite dejected.
Bill asks him what's wrong.
His brother Tim replies that he caught his wife and best friend in bed together.
Bill asks him what did he do?
Tim says I told my wife to pack up and get out.
What did you say to your best friend, Bill asks?
I said bad, bad dog.","Ranking: 
2.84 / 37",2.84
"An eagle was perched in a tree and was watching the skies for a partner. Soon a lark flew past, and suddenly there was lots of squawking and the flurry of feathers. Finally, the lark emerged from the tree and said, ""I'm a lark, and I've been sparked."" Later, a dove flew past the same tree. Again there was squawking and feathers flying. Moments later the dove emerged from the tree and said, ""I'm a dove, and I've been loved."" Still unsatisfied, the eagle waited for more bird life. Soon a duck flew by. Again there was more squawking and feathers in the air. Finally the duck emerged and said, ""I'm a drake and there's been a terrible mistake!""","Ranking: 
3.69 / 16",3.69
"The average male blue whale produces about 425 gallons of sperm when it ejaculates. But only about 10% of this goes into his mate. So this means 385 gallons of sperm is dropped into the ocean every time a whale ejaculates, and you wonder why the ocean is so salty.","Ranking: 
3.79 / 14",3.79
"Q: Why doesnt a chicken wear shorts?
A: Because his pecker is on his face!","Ranking: 
2.90 / 31",2.90
